id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1493295500476370947,1493295500476370947,2022-02-15 02:46:06 China Standard Time,2022-02-15,02:46:06,+0800,233906368,thisismeddan12,DdanKyle,,Let's do a survey and see who's gonna win for President. #LetLeniLead #KulayRosasAngBukas #BBMIsMyPresident2022 #IskoMoreno #pinglacson #mannypacquiao #leody,en,[],[],[],0,1,0,"['letlenilead', 'kulayrosasangbukas', 'bbmismypresident2022', 'iskomoreno', 'pinglacson', 'mannypacquiao', 'leody']",[],https://twitter.com/thisismeddan12/status/1493295500476370947,False,,0,,,,,,,,[],,,,
1493243372147920899,1493243372147920899,2022-02-14 23:18:57 China Standard Time,2022-02-14,23:18:57,+0800,129504780,kyrah_zeke,dyennie,,PARA SA LEGIT NA BOBOTO LANG PLEASE DO NOT VOTE IF HINDI KA BOTANTE OR HINDI DIN MAKAKABOTO... WHO IS YOUR PRESIDENT? #LENIDUWAG #BaBackoutMuli #ISKO #pinglacson #KaLeody @lenirobredo @bongbongmarcos @IskoMoreno @iampinglacson,tl,"[{'screen_name': 'lenirobredo', 'name': 'leni robredo', 'id': '47211842'}, {'screen_name': 'bongbongmarcos', 'name': 'bongbong marcos', 'id': '40204534'}, {'screen_name': 'iskomoreno', 'name': 'isko moreno domagoso', 'id': '998813499714224128'}, {'screen_name': 'iampinglacson', 'name': 'ping lacson', 'id': '3007716060'}]",[],[],0,0,1,"['leniduwag', 'babackoutmuli', 'isko', 'pinglacson', 'kaleody']",[],https://twitter.com/kyrah_zeke/status/1493243372147920899,False,,0,,,,,,,,[],,,,
1493199100958810112,1493199100958810112,2022-02-14 20:23:02 China Standard Time,2022-02-14,20:23:02,+0800,1314336243107258369,ahmadbubong,Ahmad Sambitory Bubong,,#pinglacson #LacsonSottoTayo #remomanuela  https://t.co/q7L7zOt1Z4,und,[],[],[],0,1,1,"['pinglacson', 'lacsonsottotayo', 'remomanuela']",[],https://twitter.com/AhmadBubong/status/1493199100958810112,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1493198994226688001/pu/img/qf0aDKTHqiWfvS-z.jpg,,,,,,,[],,,,
1493198068174315520,1493198068174315520,2022-02-14 20:18:56 China Standard Time,2022-02-14,20:18:56,+0800,1480904979997093888,pumtinkin,🦋,,"kulay asul at puti ang simbolo ng tunay, tapat, at mapayapa na pamumuno 💙🤍  Kay @iampinglacson kami!   #pinglacson #PingLacson2022",tl,"[{'screen_name': 'iampinglacson', 'name': 'ping lacson', 'id': '3007716060'}]",[],[],0,1,10,"['pinglacson', 'pinglacson2022']",[],https://twitter.com/pumtinkin/status/1493198068174315520,False,,0,,,,,,,,[],,,,
1493195239271456770,1493195239271456770,2022-02-14 20:07:41 China Standard Time,2022-02-14,20:07:41,+0800,1248804697378410496,realjoeymgdaily,'Apo' Joey M. Guerrero 🇵🇭❤️💚,,"Hindi niyo na pwedeng laitin si BBM na hindi sumasali sa ""opposition"" debate kung yung mismong mga kandidato niyo nag no show sa kanilang ""opposition"" debate.  Magiging ipokrita kayo.  ¯\_(ツ)_/¯ #BBMSARA2022 #LeniAngatSaLahat #IskoMoreno #MannyPacquiao #pinglacson",tl,[],[],[],0,0,0,"['bbmsara2022', 'leniangatsalahat', 'iskomoreno', 'mannypacquiao', 'pinglacson']",[],https://twitter.com/realjoeymgdaily/status/1493195239271456770,False,,0,,,,,,,,[],,,,
1493192912292646914,1493192912292646914,2022-02-14 19:58:27 China Standard Time,2022-02-14,19:58:27,+0800,1385523574031671298,oshinsitter,Oshin Sitter🍼🧷,,"Mga pwedeng theme songs ni #PingLacson:  ""Never Gonna Give You Up"" by Rick Astley  ""I'm Never Gonna Give You Up"" by Cynthia Rhodes and Frank Stallone  ""Never Give Up"" by Sia 😁😁😁",en,[],[],[],0,0,0,['pinglacson'],[],https://twitter.com/OshinSitter/status/1493192912292646914,False,https://twitter.com/rapplerdotcom/status/1493080682263977985,0,,,,,,,,[],,,,
1493192755417260033,1493192755417260033,2022-02-14 19:57:49 China Standard Time,2022-02-14,19:57:49,+0800,38829744,mirrell_mnl,MIRRELL,,"Let’s make it simple, if a candidate skips an interview/debate=duwag. Based on this premise si Ka Leody pinakamatapang! (Not counted yung di paginvite sa kanya) Sino po ang PINAKADUWAG? Pakisagot po. #LeniforPresident2022 #BBMSARA #pinglacson #IskoMoreno #pacquiao",tl,[],[],[],0,0,1,"['leniforpresident2022', 'bbmsara', 'pinglacson', 'iskomoreno', 'pacquiao']",[],https://twitter.com/Mirrell_MNL/status/1493192755417260033,False,,0,,,,,,,,[],,,,
1493191543007547392,1493076322888781824,2022-02-14 19:53:00 China Standard Time,2022-02-14,19:53:00,+0800,903112227728703488,rich_b77w,Richmond 🛸,,@iampinglacson Diretso sa NAKAW na naman.... Scam projects  ANG LALIM na ng PILIPINAS  ma TATALO na TAYO sa Kenya AFRICA.... 🤦🏻🤦🏻🤦🏻  We need a LEADER #pinglacson,tl,[],[],[],0,0,0,['pinglacson'],[],https://twitter.com/rich_b77w/status/1493191543007547392,False,,0,,,,,,,,"[{'screen_name': 'iampinglacson', 'name': 'PING LACSON', 'id': '3007716060'}]",,,,
1493151618786754564,1493151618786754564,2022-02-14 17:14:21 China Standard Time,2022-02-14,17:14:21,+0800,877236526098378752,uranti_social,YourDaddy🔝,,Since araw ng mga puso ngayon… tatanongin kita… ANO ANG KULAY NG PUSO MO?   #BBMForPresident #LeniforPresident2022 #iskomoreno  #pinglacson  #MannyPacquiao,tl,[],[],[],0,0,2,"['bbmforpresident', 'leniforpresident2022', 'iskomoreno', 'pinglacson', 'mannypacquiao']",[],https://twitter.com/UrAnti_Social/status/1493151618786754564,False,,0,,,,,,,,[],,,,
1493148124051025926,1492872984595365889,2022-02-14 17:00:28 China Standard Time,2022-02-14,17:00:28,+0800,82355078,mitch_digos,Mitch Mamites,,@ABSCBNNews Nalungkot ako para kay #pinglacson  pero sya pa rin sa 🧡 ko.,tl,[],[],[],0,0,0,['pinglacson'],[],https://twitter.com/mitch_Digos/status/1493148124051025926,False,,0,,,,,,,,"[{'screen_name': 'ABSCBNNews', 'name': 'ABS-CBN News', 'id': '15872418'}]",,,,
1493121580125327362,1493121580125327362,2022-02-14 15:15:00 China Standard Time,2022-02-14,15:15:00,+0800,1463033861584023553,pinglacson2022,Ping Lacson For President Movement,,"Maraming salamat po Mam sa pagsend nito sa amin! Tama po kayo, hindi popularity contest ang pagpili ng iboboto. Pinagiisipan po ito ng maige.... #pinglacson #lacsonsottotayo  https://t.co/FYByQtrmDI",tl,[],[],['https://pbs.twimg.com/media/FLieoHJVIAAGywM.png'],1,3,12,"['pinglacson', 'lacsonsottotayo']",[],https://twitter.com/PingLacson2022/status/1493121580125327362,False,,1,https://pbs.twimg.com/media/FLieoHJVIAAGywM.png,,,,,,,[],,,,
1493115591539888129,1493115591539888129,2022-02-14 14:51:12 China Standard Time,2022-02-14,14:51:12,+0800,1493109346729086977,aizahayagan28,aizahayagan,,Duwag Lang ang Hindi dadalo SA SMNI Debate bukas. Asan na Yung MGA word of honor nyo?????????#LeniRobredo2022 #pinglacson #mannypacquiao #IskoMoreno,tl,[],[],[],5,0,0,"['lenirobredo2022', 'pinglacson', 'mannypacquiao', 'iskomoreno']",[],https://twitter.com/aizahayagan28/status/1493115591539888129,False,,0,,,,,,,,[],,,,
