id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1495869833338142723,1495869833338142723,2022-02-22 05:15:34 China Standard Time,2022-02-22,05:15:34,+0800,259178202,boostjockster,Jockster,,"#UFC's Dana White @SHOBoxing ""Bob Arum FIXED Bradley Fight to Stall #Pacquiao vs #Mayweather"" -  https://t.co/eSt0xhwmDY",en,"[{'screen_name': 'shoboxing', 'name': 'しょー。', 'id': '837870164'}]",['http://www.youtube.com/watch?v=h7CDlrHtOoA'],[],0,0,0,"['ufc', 'pacquiao', 'mayweather']",[],https://twitter.com/boostjockster/status/1495869833338142723,False,,0,,,,,,,,[],,,,
1495811616205688837,1495811616205688837,2022-02-22 01:24:14 China Standard Time,2022-02-22,01:24:14,+0800,100077592,evoluamente,The RatPack,,#Pacquiao #BruceLee #Silva and other #NFL #NBA superstar #NFT's waiting for you !,en,[],[],[],0,0,2,"['pacquiao', 'brucelee', 'silva', 'nfl', 'nba', 'nft']",[],https://twitter.com/Evoluamente/status/1495811616205688837,False,https://twitter.com/ern_farm/status/1495554602372116486,0,,,,,,,,[],,,,
1495738379606052865,1495738379606052865,2022-02-21 20:33:13 China Standard Time,2022-02-21,20:33:13,+0800,912315693219028993,pacquiaomichael,Michael Pacquiao,,"‼️ UPDATE ‼️  ~ DURATION ~  START: February 25, 2022 (7:13 am)  END: March 27, 2022 (7:13 am)  STARTING PRICE: $10,000 in ETH   After the duration, this will be sold to the highest bidder ‼️👀🔥 Goodluck!  #Giveaways #NFT #ETH #fighterofthedecade #pacquiao #Crypto #Blockchain  https://t.co/uSSoGvxhhJ",en,[],[],['https://pbs.twimg.com/media/FMHuIDZUYAollh9.jpg'],17,22,107,"['giveaways', 'nft', 'eth', 'fighterofthedecade', 'pacquiao', 'crypto', 'blockchain']",[],https://twitter.com/PacquiaoMichael/status/1495738379606052865,False,,1,https://pbs.twimg.com/media/FMHuIDZUYAollh9.jpg,,,,,,,[],,,,
1495549380560310272,1495549380560310272,2022-02-21 08:02:12 China Standard Time,2022-02-21,08:02:12,+0800,93357406,ifmdagupannews,104.7 iFM Dagupan,,Sino ba sa tingin mo Idol ang dapat mamayagpag sa May 9 Halalan 2022? Sino ba sa kanila ang karapat-dapat na manalo? #Halalan2022 #Pacquiao #Marcos #Robredo #Lacson #DeGuzman #Moreno #ifmdagupan  https://t.co/gMpoaJke6R,tl,[],[],['https://pbs.twimg.com/media/FMFCPAbaIAIa5oo.jpg'],2,0,0,"['halalan2022', 'pacquiao', 'marcos', 'robredo', 'lacson', 'deguzman', 'moreno', 'ifmdagupan']",[],https://twitter.com/ifmdagupanNEWS/status/1495549380560310272,False,,1,https://pbs.twimg.com/media/FMFCPAbaIAIa5oo.jpg,,,,,,,[],,,,
1495507339503357963,1495507339503357963,2022-02-21 05:15:09 China Standard Time,2022-02-21,05:15:09,+0800,259178202,boostjockster,Jockster,,"#UFC's Dana White @SHOBoxing ""Bob Arum FIXED Bradley Fight to Stall #Pacquiao vs #Mayweather"" -  https://t.co/eSt0xhwmDY",en,"[{'screen_name': 'shoboxing', 'name': 'しょー。', 'id': '837870164'}]",['http://www.youtube.com/watch?v=h7CDlrHtOoA'],[],0,0,0,"['ufc', 'pacquiao', 'mayweather']",[],https://twitter.com/boostjockster/status/1495507339503357963,False,,0,,,,,,,,[],,,,
1495413308173684736,1495413308173684736,2022-02-20 23:01:30 China Standard Time,2022-02-20,23:01:30,+0800,972133889358655489,globallawmedia,Global Law Media,,"Like, share, and follow @globallawmedia for more legal education   #manny #pacquiao #success #motivation #optimistic #boxing #boxer  https://t.co/AS28UjKGC9",en,"[{'screen_name': 'globallawmedia', 'name': 'global law media', 'id': '972133889358655489'}]",[],['https://pbs.twimg.com/media/FMDGeroUUAgZeO6.png'],0,0,1,"['manny', 'pacquiao', 'success', 'motivation', 'optimistic', 'boxing', 'boxer']",[],https://twitter.com/globallawmedia/status/1495413308173684736,False,,1,https://pbs.twimg.com/media/FMDGeroUUAgZeO6.png,,,,,,,[],,,,
1495217115678208002,1495217115678208002,2022-02-20 10:01:54 China Standard Time,2022-02-20,10:01:54,+0800,1476957434031734786,imharvieamerol,Do Re Mi Fa So La Ti Do,,who do you want to be president in the coming election 2022? #Halalan2022 #Elections2022 #BBM #LeniRobredo #IskoMoreno #Pacquiao #President #BilangPilipino2022 #PHVote,en,[],[],[],1,7,10,"['halalan2022', 'elections2022', 'bbm', 'lenirobredo', 'iskomoreno', 'pacquiao', 'president', 'bilangpilipino2022', 'phvote']",[],https://twitter.com/imharvieamerol/status/1495217115678208002,False,,0,,,,,,,,[],,,,
1495144876912128005,1495144876912128005,2022-02-20 05:14:51 China Standard Time,2022-02-20,05:14:51,+0800,259178202,boostjockster,Jockster,,"#UFC's Dana White @SHOBoxing ""Bob Arum FIXED Bradley Fight to Stall #Pacquiao vs #Mayweather"" -  https://t.co/eSt0xhwmDY",en,"[{'screen_name': 'shoboxing', 'name': 'しょー。', 'id': '837870164'}]",['http://www.youtube.com/watch?v=h7CDlrHtOoA'],[],0,0,0,"['ufc', 'pacquiao', 'mayweather']",[],https://twitter.com/boostjockster/status/1495144876912128005,False,,0,,,,,,,,[],,,,
1494782720450330626,1494782720450330626,2022-02-19 05:15:46 China Standard Time,2022-02-19,05:15:46,+0800,259178202,boostjockster,Jockster,,"#UFC's Dana White @SHOBoxing ""Bob Arum FIXED Bradley Fight to Stall #Pacquiao vs #Mayweather"" -  https://t.co/eSt0xheLfo",en,"[{'screen_name': 'shoboxing', 'name': 'しょー。', 'id': '837870164'}]",['http://www.youtube.com/watch?v=h7CDlrHtOoA'],[],0,0,0,"['ufc', 'pacquiao', 'mayweather']",[],https://twitter.com/boostjockster/status/1494782720450330626,False,,0,,,,,,,,[],,,,
1494675517135470595,1494675517135470595,2022-02-18 22:09:47 China Standard Time,2022-02-18,22:09:47,+0800,4715081155,toughlove48,Tough Love 💙,,"This is why I'm against ""Build Back Better"" Leni Robredo.  The Great Reset 's puppet candidate will bring THIS to our doorstep too. Wake up Filipinos!  #CanadaHasFallen #Halalan2022  #BBM #IskoMoreno #Ping #Pacquiao @bongbongmarcos @iampinglacson @MannyPacquiao @IskoMoreno",en,"[{'screen_name': 'bongbongmarcos', 'name': 'bongbong marcos', 'id': '40204534'}, {'screen_name': 'iampinglacson', 'name': 'ping lacson', 'id': '3007716060'}, {'screen_name': 'mannypacquiao', 'name': 'manny pacquiao', 'id': '254098644'}, {'screen_name': 'iskomoreno', 'name': 'isko moreno domagoso', 'id': '998813499714224128'}]",[],[],1,0,0,"['canadahasfallen', 'halalan2022', 'bbm', 'iskomoreno', 'ping', 'pacquiao']",[],https://twitter.com/toughlove48/status/1494675517135470595,False,https://twitter.com/w_terrence/status/1493377243426471936,0,,,,,,,,[],,,,
